videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
01DdvEHX,1577,1577,2749,1983,5817,2749,5431,765,2393,2802,2532,954,2061,765,850,2492,4824,3743,1878,3948
01HmDgRX,2655,5326,2937,5783,3134,2655,3430,5783,2352,4971,4827,4971,1634,3459,5409,3921,1990,484,5137,2622
01MDIjwg,390,1937,5606,2099,1454,2351,3616,5885,1089,1404,2717,1937,4258,5702,56,1560,2762,3107,4087,3008
02Dnm154,2996,5029,4209,5701,1745,1856,1594,4778,2009,2269,2153,5530,5415,2996,185,2005,2153,3942,2256,1594
02I1exYc,2501,2737,678,1685,2926,4774,3447,2407,5655,4696,5614,1780,3585,5612,5597,2035,3020,3045,5711,1089
02J5ABU1,647,3910,788,3882,3568,2120,3948,3696,144,5391,4773,4758,5946,551,1740,807,822,2899,3105,1991
02nzMLRu,5562,2517,2838,3105,4723,3896,5086,760,3532,212,847,4605,2935,3598,33,5258,3999,1455,2197,52
03JDeH1Y,4263,4263,3345,10,178,470,255,1737,4090,4408,425,2541,4497,2410,1737,3220,3142,5940,3959,4627
03iWqftg,1112,5297,4131,5099,2344,2393,850,1113,2419,2393,5602,3067,3259,814,4527,540,4140,1030,4773,1691
03trKEHD,5084,5923,3683,2671,3422,1977,4552,942,3897,3846,3061,1466,180,823,5083,5688,5821,1503,288,1820
04Bz1rtE,2968,3713,979,979,5530,2929,4746,4878,2572,4903,4277,2009,4177,5091,4413,1585,1891,5496,1700,3442
04f6m3BF,2921,1396,1256,2962,2906,1207,2405,4472,1293,2827,1731,3679,3347,3122,253,3794,3140,3303,1225,2327
04v6H7X9,1359,2801,4127,4971,2862,912,4558,2471,4267,2622,4239,2537,5035,4971,5282,5908,1553,3438,437,5023
056nP9o7,4563,859,683,470,3122,4563,4864,4711,3799,1941,4864,190,5845,5334,702,2049,5889,4022,5477,1381
05E2iJoG,2179,5340,2202,298,1623,180,906,1364,1872,4873,3260,5523,4564,921,3975,5378,2179,1354,1006,5941
05lMWEKB,4803,3500,5226,927,5226,2168,2333,2878,1079,5454,2886,4665,3325,3325,373,357,3631,4460,1118,4890
05xeuoSX,3470,2021,5136,2415,3437,527,2251,4524,3437,3103,2858,389,5275,3913,5334,4497,2592,5876,5623,2278
06UxtWqT,1573,4720,1571,437,139,5750,4599,1780,936,1451,5655,5621,1728,796,1634,2105,4092,4610,3944,5852
06gZx83y,5991,5991,3230,180,4660,8,3070,4624,3230,5083,1375,5838,998,1827,383,5895,4660,8,5557,1977
07LhF2BP,1835,5229,4881,3603,4881,5139,1869,5004,2844,3242,4128,439,1208,2090,935,2826,5348,1365,1365,4128
07SwazrD,332,4340,1709,2050,2706,3113,5174,5186,2943,905,4513,2050,5782,1828,3368,5489,3495,433,1412,5186
07qf5K8H,4665,3117,2595,3174,459,4669,3273,5467,1851,5585,373,5977,3226,3432,1603,2768,1970,1367,2014,1152
08ErV6Xg,3115,2356,3115,1285,5919,122,5947,1392,5360,433,3016,270,4191,772,3497,3761,5646,5221,5360,3829
08JsCOaT,3402,636,2935,5779,1313,3667,3402,1975,3077,2437,88,5513,3979,5491,3845,474,4109,3502,4178,3490
08sTc3wn,3842,4871,431,2613,3820,3152,431,378,4765,2606,3978,1373,5274,5973,2792,4443,5673,3031,5274,2920
09CoMjl3,2928,2928,4392,3761,4392,5947,5371,4545,3373,3829,5371,5633,5066,2420,3078,5947,2651,3269,3873,3373
09ofrKBW,973,1103,1118,2125,2333,1286,2333,3226,1103,5830,1546,5830,1667,2156,3084,2125,1667,1307,2768,1053
0AXQeD8I,919,2066,2669,966,2251,36,909,4090,5136,4741,2592,5131,2255,5160,919,2681,3826,2592,3672,3437
0BHSGQDa,4625,4769,3549,3997,60,4769,3997,4989,295,4989,2499,5682,1867,3314,3549,2046,1929,3715,2796,1867
0BaDgyY2,1422,3339,2180,2930,1336,1592,1035,3134,4724,3246,3899,5495,5495,4724,1102,1923,4610,1643,1524,1990
0Bi8sx1W,3077,5059,3048,5720,3035,951,3692,3691,5339,1131,947,4232,2497,3365,4725,4441,2127,4823,2165,1699
0BkN9sC8,3433,5859,3031,3676,2569,2027,5969,3000,3676,4610,3528,1336,3405,28,1765,60,4047,4454,3203,3441
0BvjOb2g,2122,2671,106,3571,1318,793,711,1863,2549,1485,1977,352,757,2871,64,5024,2958,5369,2100,5248
0C4tJAmp,3488,4451,3863,1429,2862,78,1522,3572,4524,4451,2251,1870,3488,552,831,2955,3886,2278,2669,2941
0CNgmAMR,2952,5877,1554,4678,3952,2952,1154,1814,1195,637,3249,4418,4647,2370,1326,2842,4780,3221,100,5585
0CVQESLj,5012,1283,3141,4051,660,4685,5233,4384,5012,5628,3141,4051,3970,2909,453,3082,3283,3082,5055,377
0Ch9Lprl,286,286,4639,5515,1618,5571,1377,5479,420,788,918,1676,58,5523,3184,5993,5215,5523,2559,3929
0Cmnfo2J,804,5066,5067,2235,2373,3833,5888,3348,5113,4325,4500,577,5600,1865,216,3095,3013,4739,60,2402
0DLlAba3,1103,1546,1103,338,2666,2125,2125,163,1667,163,596,973,3226,4665,5467,373,4738,3571,1118,687
0EBmJ3kG,3667,1692,3667,5787,1866,5241,1683,742,26,5365,2437,2449,255,4028,230,4493,1629,657,2437,4103
0ELx4hGY,4728,4728,4911,3763,5651,1523,5414,186,1419,3820,3458,1523,2144,1373,3031,5414,186,5370,2214,378
0ENa2zHR,3145,5643,2046,5437,3715,1979,3316,4769,469,3145,2796,3433,4211,4610,761,4817,3043,3553,3997,4215
0Ef4I5tj,398,398,3894,3475,204,1332,3309,3703,5904,3289,186,186,3223,5656,3700,1272,3703,2752,3282,3147
0Eg8etIj,2826,4693,2693,2737,1158,2407,3696,4322,219,2826,3547,2565,5738,2544,1421,4768,517,774,4259,4470
0ExfP3rN,5814,3851,4325,3405,2954,1482,214,718,214,4844,1921,3055,1528,5370,3351,1142,3277,348,1277,44
0F7Q9vA6,1372,3648,508,4784,1372,1121,5291,2253,2649,2649,4624,5291,287,5177,4575,3229,2491,4389,5586,2702
0FCAe1WV,878,763,2833,4866,2909,3623,2413,4947,5235,4486,1388,5322,4303,3642,4706,423,4321,467,431,1498
0GCbeMcB,164,1452,3398,3053,4763,5481,164,273,3518,1430,5029,4122,609,1430,433,1816,1263,3518,273,5835
0GFk93zr,3834,2181,1749,375,2530,2016,5486,1716,3685,2181,3674,1047,5000,3638,763,172,5982,73,2692,2395
0GVFqNuf,322,4332,2365,4982,388,5063,1001,5287,1047,5383,4381,1796,3263,2098,1174,2802,3111,3079,1877,1066
0Gp5m82j,2024,3191,2656,5499,3191,1145,2325,1094,2882,2473,2117,1131,2994,3223,5913,1842,1131,2000,315,5913
0GpUxrL9,2823,5063,3638,4118,4284,2460,878,377,5697,2413,5793,1852,62,5211,1515,3958,4503,3925,1071,3704
0HVjONpZ,1753,2080,1484,2099,2037,3867,208,4198,162,2099,3225,269,5494,5425,5885,657,4955,5808,1484,2080
0Hb5ejA2,2414,4127,5908,3233,4267,1857,1706,5926,5150,3438,2309,3472,3242,3459,725,3681,2471,709,3827,1553
0Hs9npUZ,5271,2516,4710,2409,2365,1246,261,103,4338,3923,2409,256,4667,1772,5409,4330,2535,5904,431,3247
0I8hAFSa,2309,4513,688,3142,3202,36,3495,391,2592,3569,5160,988,2541,5001,125,2760,4909,3345,2021,2251
0I9Y1lAG,5389,375,4390,5389,4404,4755,5486,4236,4035,3828,4076,729,2106,1542,4035,1507,4643,1560,2668,5100
0IVPpCo2,5565,5565,2498,3887,5335,690,2282,5723,4670,1578,4800,3063,3609,4962,1270,2122,3468,5255,1027,4852
0IpRGbry,4866,714,675,291,1247,789,4005,2413,155,5397,5397,5537,668,4312,5008,689,5394,668,1144,3647
0IxhmVDv,5411,2433,3104,4322,704,6000,759,1950,1950,538,795,964,2991,5128,2300,2563,2551,1108,5241,3281
0J2aSlNo,1730,4971,5783,1990,1285,58,1634,4309,5663,3430,5140,5655,3618,513,5189,4517,5202,1839,2887,5523
0JBwlLg5,1698,795,859,2803,4261,831,3789,2245,695,5789,5060,3702,3672,2522,109,3053,2278,2760,5190,4482
0JMdqGUN,5788,1289,3041,5735,833,2112,5788,831,4717,2904,4408,5735,5051,2847,5891,3799,4524,4674,702,695
0JYWnkKv,5200,5617,26,5181,4925,3976,2603,5241,2787,5399,1683,3667,5064,2416,5921,252,5617,3667,3144,3976
0JepAxY1,4300,3254,5706,3665,2509,3683,1503,288,161,4300,1883,2969,4540,1006,1183,161,3211,5706,3294,4401
0JlSXE8R,1804,2439,1152,2156,1053,1053,4344,2125,1394,1644,4251,1394,3773,5981,4243,392,1456,4460,5577,3605
0JydRAr2,5638,2970,5347,4465,518,3394,2929,1835,4356,935,753,3321,3340,3298,5128,1097,4339,5480,552,1178
0K4FsSV6,2241,2241,1686,1516,2911,5535,2673,1579,1025,4620,1686,2566,5363,4204,4620,4825,3315,5045,922,5487
0K5Jw9EH,5159,4496,986,3117,4449,4078,5456,653,2675,3042,2986,1118,5384,4928,5222,3107,4321,4153,986,574
0KudRQXS,1800,996,4384,508,4236,2276,1164,1833,4222,4144,830,4646,5961,724,2668,172,1800,4431,3731,1047
0L2hgHfT,1725,5485,1022,81,5628,4084,2181,1507,1375,2314,1047,1579,4384,978,2884,1852,2486,2751,3245,3426
0L53Ysuy,3130,4694,5890,2979,5921,3009,4497,4298,2309,494,1070,2096,3142,5916,1159,5131,2510,5465,2406,832
0LCy3uBk,45,1456,5577,2429,4344,2431,4415,3325,2333,5093,3325,5577,2168,45,6,2333,3612,1644,1829,373
0LDAhfVG,4790,1134,2545,5615,1470,3779,2400,320,2531,3824,1974,1389,5373,4211,5165,2924,1599,5918,320,379
